MPID,Description
mp-560878,"Rb2CoF6 crystallizes in the tetragonal I4/mmm space group. Rb(1) is bonded to four equivalent F(2) and eight equivalent F(1) atoms to form RbF12 cuboctahedra that share corners with twelve equivalent Rb(1)F12 cuboctahedra, faces with six equivalent Rb(1)F12 cuboctahedra, and faces with four equivalent Co(1)F6 octahedra. All Rb(1)-F(2) bond lengths are 2.96 Å. All Rb(1)-F(1) bond lengths are 3.00 Å. Co(1) is bonded to two equivalent F(2) and four equivalent F(1) atoms to form CoF6 octahedra that share faces with eight equivalent Rb(1)F12 cuboctahedra. Both Co(1)-F(2) bond lengths are 1.82 Å. All Co(1)-F(1) bond lengths are 1.78 Å. There are two inequivalent F sites. In the first F site, F(2) is bonded in a single-bond geometry to four equivalent Rb(1) and one Co(1) atom. In the second F site, F(1) is bonded in a single-bond geometry to four equivalent Rb(1) and one Co(1) atom."
mp-631,"TiC is Halite, Rock Salt structured and crystallizes in the cubic Fm-3m space group. Ti(1) is bonded to six equivalent C(1) atoms to form a mixture of edge and corner-sharing TiC6 octahedra. The corner-sharing octahedra are not tilted. All Ti(1)-C(1) bond lengths are 2.17 Å. C(1) is bonded to six equivalent Ti(1) atoms to form a mixture of edge and corner-sharing CTi6 octahedra. The corner-sharing octahedra are not tilted."
mp-865585,Ru2VGe is Heusler structured and crystallizes in the cubic Fm-3m space group. V(1) is bonded in a body-centered cubic geometry to eight equivalent Ru(1) atoms. All V(1)-Ru(1) bond lengths are 2.59 Å. Ru(1) is bonded in a body-centered cubic geometry to four equivalent V(1) and four equivalent Ge(1) atoms. All Ru(1)-Ge(1) bond lengths are 2.59 Å. Ge(1) is bonded in a distorted body-centered cubic geometry to eight equivalent Ru(1) atoms.
mp-30347,ScAg2In is Heusler structured and crystallizes in the cubic Fm-3m space group. Sc(1) is bonded in a body-centered cubic geometry to eight equivalent Ag(1) and six equivalent In(1) atoms. All Sc(1)-Ag(1) bond lengths are 2.92 Å. All Sc(1)-In(1) bond lengths are 3.37 Å. Ag(1) is bonded in a body-centered cubic geometry to four equivalent Sc(1) and four equivalent In(1) atoms. All Ag(1)-In(1) bond lengths are 2.92 Å. In(1) is bonded in a distorted body-centered cubic geometry to six equivalent Sc(1) and eight equivalent Ag(1) atoms.
mp-1519,"CaTe is Halite, Rock Salt structured and crystallizes in the cubic Fm-3m space group. Ca(1) is bonded to six equivalent Te(1) atoms to form a mixture of edge and corner-sharing CaTe6 octahedra. The corner-sharing octahedra are not tilted. All Ca(1)-Te(1) bond lengths are 3.20 Å. Te(1) is bonded to six equivalent Ca(1) atoms to form a mixture of edge and corner-sharing TeCa6 octahedra. The corner-sharing octahedra are not tilted."
mp-865728,Ti2ReNi is Heusler structured and crystallizes in the cubic Fm-3m space group. Ti(1) is bonded in a body-centered cubic geometry to four equivalent Re(1) and four equivalent Ni(1) atoms. All Ti(1)-Re(1) bond lengths are 2.65 Å. All Ti(1)-Ni(1) bond lengths are 2.65 Å. Re(1) is bonded in a body-centered cubic geometry to eight equivalent Ti(1) atoms. Ni(1) is bonded in a body-centered cubic geometry to eight equivalent Ti(1) atoms.
mp-864661,Pd2CuZn is Heusler structured and crystallizes in the cubic Fm-3m space group. Pd(1) is bonded in a body-centered cubic geometry to four equivalent Cu(1) and four equivalent Zn(1) atoms. All Pd(1)-Cu(1) bond lengths are 2.60 Å. All Pd(1)-Zn(1) bond lengths are 2.60 Å. Cu(1) is bonded in a distorted body-centered cubic geometry to eight equivalent Pd(1) atoms. Zn(1) is bonded in a body-centered cubic geometry to eight equivalent Pd(1) atoms.
mp-27315,CaTiF6 is High-temperature superconductor-derived structured and crystallizes in the trigonal R-3m space group. Ca(1) is bonded to six equivalent F(1) atoms to form CaF6 octahedra that share corners with six equivalent Ti(1)F6 octahedra. The corner-sharing octahedra are not tilted. All Ca(1)-F(1) bond lengths are 2.25 Å. Ti(1) is bonded to six equivalent F(1) atoms to form TiF6 octahedra that share corners with six equivalent Ca(1)F6 octahedra. The corner-sharing octahedra are not tilted. All Ti(1)-F(1) bond lengths are 1.87 Å. F(1) is bonded in a linear geometry to one Ca(1) and one Ti(1) atom.
mp-865092,MgNi2Ga is Heusler structured and crystallizes in the cubic Fm-3m space group. Mg(1) is bonded in a distorted body-centered cubic geometry to eight equivalent Ni(1) and six equivalent Ga(1) atoms. All Mg(1)-Ni(1) bond lengths are 2.53 Å. All Mg(1)-Ga(1) bond lengths are 2.92 Å. Ni(1) is bonded in a distorted body-centered cubic geometry to four equivalent Mg(1) and four equivalent Ga(1) atoms. All Ni(1)-Ga(1) bond lengths are 2.53 Å. Ga(1) is bonded in a distorted body-centered cubic geometry to six equivalent Mg(1) and eight equivalent Ni(1) atoms.
mp-20194,CeO2 is Fluorite structured and crystallizes in the cubic Fm-3m space group. Ce(1) is bonded in a body-centered cubic geometry to eight equivalent O(1) atoms. All Ce(1)-O(1) bond lengths are 2.37 Å. O(1) is bonded to four equivalent Ce(1) atoms to form a mixture of edge and corner-sharing OCe4 tetrahedra.
mp-643101,"Rb2PtH6 crystallizes in the cubic Fm-3m space group. Rb(1) is bonded to twelve equivalent H(1) atoms to form distorted RbH12 cuboctahedra that share corners with twelve equivalent Rb(1)H12 cuboctahedra, faces with six equivalent Rb(1)H12 cuboctahedra, and faces with four equivalent Pt(1)H6 octahedra. All Rb(1)-H(1) bond lengths are 3.05 Å. Pt(1) is bonded to six equivalent H(1) atoms to form PtH6 octahedra that share faces with eight equivalent Rb(1)H12 cuboctahedra. All Pt(1)-H(1) bond lengths are 1.64 Å. H(1) is bonded in a distorted single-bond geometry to four equivalent Rb(1) and one Pt(1) atom."
mp-4897,ScPd2Sn is Heusler structured and crystallizes in the cubic Fm-3m space group. Sc(1) is bonded in a body-centered cubic geometry to eight equivalent Pd(1) and six equivalent Sn(1) atoms. All Sc(1)-Pd(1) bond lengths are 2.84 Å. All Sc(1)-Sn(1) bond lengths are 3.27 Å. Pd(1) is bonded in a body-centered cubic geometry to four equivalent Sc(1) and four equivalent Sn(1) atoms. All Pd(1)-Sn(1) bond lengths are 2.84 Å. Sn(1) is bonded in a distorted body-centered cubic geometry to six equivalent Sc(1) and eight equivalent Pd(1) atoms.
mp-542583,"EuTe is Halite, Rock Salt structured and crystallizes in the cubic Fm-3m space group. Eu(1) is bonded to six equivalent Te(1) atoms to form a mixture of edge and corner-sharing EuTe6 octahedra. The corner-sharing octahedra are not tilted. All Eu(1)-Te(1) bond lengths are 3.28 Å. Te(1) is bonded to six equivalent Eu(1) atoms to form a mixture of edge and corner-sharing TeEu6 octahedra. The corner-sharing octahedra are not tilted."
mp-5221,Co2HfAl is Heusler structured and crystallizes in the cubic Fm-3m space group. Hf(1) is bonded in a body-centered cubic geometry to eight equivalent Co(1) atoms. All Hf(1)-Co(1) bond lengths are 2.59 Å. Co(1) is bonded in a body-centered cubic geometry to four equivalent Hf(1) and four equivalent Al(1) atoms. All Co(1)-Al(1) bond lengths are 2.59 Å. Al(1) is bonded in a distorted body-centered cubic geometry to eight equivalent Co(1) atoms.
mp-866080,MgSc2Tl is Heusler structured and crystallizes in the cubic Fm-3m space group. Mg(1) is bonded in a body-centered cubic geometry to eight equivalent Sc(1) atoms. All Mg(1)-Sc(1) bond lengths are 3.09 Å. Sc(1) is bonded in a body-centered cubic geometry to four equivalent Mg(1) and four equivalent Tl(1) atoms. All Sc(1)-Tl(1) bond lengths are 3.09 Å. Tl(1) is bonded in a body-centered cubic geometry to eight equivalent Sc(1) atoms.
mp-541753,"Cs2WBr6 crystallizes in the cubic Fm-3m space group. Cs(1) is bonded to twelve equivalent Br(1) atoms to form CsBr12 cuboctahedra that share corners with twelve equivalent Cs(1)Br12 cuboctahedra, faces with six equivalent Cs(1)Br12 cuboctahedra, and faces with four equivalent W(1)Br6 octahedra. All Cs(1)-Br(1) bond lengths are 3.84 Å. W(1) is bonded to six equivalent Br(1) atoms to form WBr6 octahedra that share faces with eight equivalent Cs(1)Br12 cuboctahedra. All W(1)-Br(1) bond lengths are 2.55 Å. Br(1) is bonded to four equivalent Cs(1) and one W(1) atom to form a mixture of distorted edge, face, and corner-sharing BrCs4W square pyramids."
mp-865145,NaTl2Bi is Heusler structured and crystallizes in the cubic Fm-3m space group. Na(1) is bonded in a body-centered cubic geometry to eight equivalent Tl(1) atoms. All Na(1)-Tl(1) bond lengths are 3.40 Å. Tl(1) is bonded in a body-centered cubic geometry to four equivalent Na(1) and four equivalent Bi(1) atoms. All Tl(1)-Bi(1) bond lengths are 3.40 Å. Bi(1) is bonded in a body-centered cubic geometry to eight equivalent Tl(1) atoms.
mp-865669,TiTc2Si is Heusler structured and crystallizes in the cubic Fm-3m space group. Ti(1) is bonded in a distorted body-centered cubic geometry to eight equivalent Tc(1) and six equivalent Si(1) atoms. All Ti(1)-Tc(1) bond lengths are 2.61 Å. All Ti(1)-Si(1) bond lengths are 3.02 Å. Tc(1) is bonded in a 8-coordinate geometry to four equivalent Ti(1) and four equivalent Si(1) atoms. All Tc(1)-Si(1) bond lengths are 2.61 Å. Si(1) is bonded in a 14-coordinate geometry to six equivalent Ti(1) and eight equivalent Tc(1) atoms.
mp-865486,VRu2Zn is Heusler structured and crystallizes in the cubic Fm-3m space group. V(1) is bonded in a body-centered cubic geometry to eight equivalent Ru(1) atoms. All V(1)-Ru(1) bond lengths are 2.59 Å. Ru(1) is bonded in a body-centered cubic geometry to four equivalent V(1) and four equivalent Zn(1) atoms. All Ru(1)-Zn(1) bond lengths are 2.59 Å. Zn(1) is bonded in a body-centered cubic geometry to eight equivalent Ru(1) atoms.
mp-20521,ScPt2In is Heusler structured and crystallizes in the cubic Fm-3m space group. Sc(1) is bonded in a body-centered cubic geometry to eight equivalent Pt(1) atoms. All Sc(1)-Pt(1) bond lengths are 2.84 Å. Pt(1) is bonded in a body-centered cubic geometry to four equivalent Sc(1) and four equivalent In(1) atoms. All Pt(1)-In(1) bond lengths are 2.84 Å. In(1) is bonded in a distorted body-centered cubic geometry to eight equivalent Pt(1) atoms.
mp-865548,TiCo2In is Heusler structured and crystallizes in the cubic Fm-3m space group. Ti(1) is bonded in a body-centered cubic geometry to eight equivalent Co(1) atoms. All Ti(1)-Co(1) bond lengths are 2.62 Å. Co(1) is bonded in a body-centered cubic geometry to four equivalent Ti(1) and four equivalent In(1) atoms. All Co(1)-In(1) bond lengths are 2.62 Å. In(1) is bonded in a distorted body-centered cubic geometry to eight equivalent Co(1) atoms.
mp-865462,V2MnOs is Heusler structured and crystallizes in the cubic Fm-3m space group. V(1) is bonded in a distorted body-centered cubic geometry to four equivalent Mn(1) and four equivalent Os(1) atoms. All V(1)-Mn(1) bond lengths are 2.55 Å. All V(1)-Os(1) bond lengths are 2.55 Å. Mn(1) is bonded in a 14-coordinate geometry to eight equivalent V(1) and six equivalent Os(1) atoms. All Mn(1)-Os(1) bond lengths are 2.94 Å. Os(1) is bonded in a distorted body-centered cubic geometry to eight equivalent V(1) and six equivalent Mn(1) atoms.
mp-21883,Fe2VGa is Heusler structured and crystallizes in the cubic Fm-3m space group. V(1) is bonded in a distorted body-centered cubic geometry to eight equivalent Fe(1) and six equivalent Ga(1) atoms. All V(1)-Fe(1) bond lengths are 2.45 Å. All V(1)-Ga(1) bond lengths are 2.83 Å. Fe(1) is bonded in a distorted body-centered cubic geometry to four equivalent V(1) and four equivalent Ga(1) atoms. All Fe(1)-Ga(1) bond lengths are 2.45 Å. Ga(1) is bonded in a distorted body-centered cubic geometry to six equivalent V(1) and eight equivalent Fe(1) atoms.
mp-867119,LiHfPd2 is Heusler structured and crystallizes in the cubic Fm-3m space group. Li(1) is bonded in a body-centered cubic geometry to eight equivalent Pd(1) atoms. All Li(1)-Pd(1) bond lengths are 2.74 Å. Hf(1) is bonded in a body-centered cubic geometry to eight equivalent Pd(1) atoms. All Hf(1)-Pd(1) bond lengths are 2.74 Å. Pd(1) is bonded in a body-centered cubic geometry to four equivalent Li(1) and four equivalent Hf(1) atoms.
mp-862543,Sc2TcAl is Heusler structured and crystallizes in the cubic Fm-3m space group. Sc(1) is bonded in a body-centered cubic geometry to four equivalent Tc(1) and four equivalent Al(1) atoms. All Sc(1)-Tc(1) bond lengths are 2.86 Å. All Sc(1)-Al(1) bond lengths are 2.86 Å. Tc(1) is bonded in a body-centered cubic geometry to eight equivalent Sc(1) atoms. Al(1) is bonded in a body-centered cubic geometry to eight equivalent Sc(1) atoms.
mp-867850,ScMnRh2 is Heusler structured and crystallizes in the cubic Fm-3m space group. Sc(1) is bonded in a body-centered cubic geometry to eight equivalent Rh(1) atoms. All Sc(1)-Rh(1) bond lengths are 2.71 Å. Mn(1) is bonded in a body-centered cubic geometry to eight equivalent Rh(1) atoms. All Mn(1)-Rh(1) bond lengths are 2.71 Å. Rh(1) is bonded in a body-centered cubic geometry to four equivalent Sc(1) and four equivalent Mn(1) atoms.
mp-10873,ScAu2Al is Heusler structured and crystallizes in the cubic Fm-3m space group. Sc(1) is bonded in a body-centered cubic geometry to eight equivalent Au(1) atoms. All Sc(1)-Au(1) bond lengths are 2.84 Å. Au(1) is bonded in a body-centered cubic geometry to four equivalent Sc(1) and four equivalent Al(1) atoms. All Au(1)-Al(1) bond lengths are 2.84 Å. Al(1) is bonded in a body-centered cubic geometry to eight equivalent Au(1) atoms.
mp-865494,V2CrRu is Heusler structured and crystallizes in the cubic Fm-3m space group. V(1) is bonded in a distorted body-centered cubic geometry to four equivalent Cr(1) and four equivalent Ru(1) atoms. All V(1)-Cr(1) bond lengths are 2.55 Å. All V(1)-Ru(1) bond lengths are 2.55 Å. Cr(1) is bonded in a 14-coordinate geometry to eight equivalent V(1) and six equivalent Ru(1) atoms. All Cr(1)-Ru(1) bond lengths are 2.95 Å. Ru(1) is bonded in a distorted body-centered cubic geometry to eight equivalent V(1) and six equivalent Cr(1) atoms.
mp-861958,BeTi2Mn is Heusler structured and crystallizes in the cubic Fm-3m space group. Be(1) is bonded in a distorted body-centered cubic geometry to eight equivalent Ti(1) atoms. All Be(1)-Ti(1) bond lengths are 2.56 Å. Ti(1) is bonded in a body-centered cubic geometry to four equivalent Be(1) and four equivalent Mn(1) atoms. All Ti(1)-Mn(1) bond lengths are 2.56 Å. Mn(1) is bonded in a distorted body-centered cubic geometry to eight equivalent Ti(1) atoms.
mp-867926,LiPd2In is Heusler structured and crystallizes in the cubic Fm-3m space group. Li(1) is bonded in a body-centered cubic geometry to eight equivalent Pd(1) atoms. All Li(1)-Pd(1) bond lengths are 2.73 Å. Pd(1) is bonded in a body-centered cubic geometry to four equivalent Li(1) and four equivalent In(1) atoms. All Pd(1)-In(1) bond lengths are 2.73 Å. In(1) is bonded in a distorted body-centered cubic geometry to eight equivalent Pd(1) atoms.
mp-1798,"Mg3Ce is alpha bismuth trifluoride structured and crystallizes in the cubic Fm-3m space group. There are two inequivalent Mg sites. In the first Mg site, Mg(1) is bonded in a body-centered cubic geometry to four equivalent Mg(2) and four equivalent Ce(1) atoms. All Mg(1)-Mg(2) bond lengths are 3.19 Å. All Mg(1)-Ce(1) bond lengths are 3.19 Å. In the second Mg site, Mg(2) is bonded in a 14-coordinate geometry to eight equivalent Mg(1) and six equivalent Ce(1) atoms. All Mg(2)-Ce(1) bond lengths are 3.69 Å. Ce(1) is bonded in a distorted body-centered cubic geometry to six equivalent Mg(2) and eight equivalent Mg(1) atoms."
mp-867917,Rh2CuGe is Heusler structured and crystallizes in the cubic Fm-3m space group. Rh(1) is bonded in a body-centered cubic geometry to four equivalent Cu(1) and four equivalent Ge(1) atoms. All Rh(1)-Cu(1) bond lengths are 2.57 Å. All Rh(1)-Ge(1) bond lengths are 2.57 Å. Cu(1) is bonded in a body-centered cubic geometry to eight equivalent Rh(1) atoms. Ge(1) is bonded in a body-centered cubic geometry to eight equivalent Rh(1) atoms.
mp-866155,Ru2TiAl is Heusler structured and crystallizes in the cubic Fm-3m space group. Ti(1) is bonded in a body-centered cubic geometry to eight equivalent Ru(1) atoms. All Ti(1)-Ru(1) bond lengths are 2.62 Å. Ru(1) is bonded in a body-centered cubic geometry to four equivalent Ti(1) and four equivalent Al(1) atoms. All Ru(1)-Al(1) bond lengths are 2.62 Å. Al(1) is bonded in a body-centered cubic geometry to eight equivalent Ru(1) atoms.
mp-1022,K2S is Fluorite structured and crystallizes in the cubic Fm-3m space group. K(1) is bonded to four equivalent S(1) atoms to form a mixture of edge and corner-sharing KS4 tetrahedra. All K(1)-S(1) bond lengths are 3.21 Å. S(1) is bonded in a body-centered cubic geometry to eight equivalent K(1) atoms.
mp-864878,ZrAu2Al is Heusler structured and crystallizes in the cubic Fm-3m space group. Zr(1) is bonded in a body-centered cubic geometry to eight equivalent Au(1) atoms. All Zr(1)-Au(1) bond lengths are 2.86 Å. Au(1) is bonded in a body-centered cubic geometry to four equivalent Zr(1) and four equivalent Al(1) atoms. All Au(1)-Al(1) bond lengths are 2.86 Å. Al(1) is bonded in a body-centered cubic geometry to eight equivalent Au(1) atoms.
